TIMESTAMP(ms),IDLESPD(RPM),RPM(RPM),TPS(%),COOLTMP(DEG C),CELL,LBLM,RBLM,MAP(KPA),LO2(mV),RO2(mV),IAT(DEG C),ADV(DEG),SPEED(MPH),KNOCKRETARD(DEG),KNOCK,IAC,BARO(KPA),ADIGNVLT(VOLTS),LINT,RINT,MAF(G/s),LBPW(MSEC),RBPW(MSEC),CL,BLM,WOT
264775,800.00,900.00,0.00,101.25,18,117,115,35.82,106.56,142.08,21.75,28,6,0.00,2061,41,35.82,13.70,125,127,8.65,2.79,2.79,1,1,0
265048,800.00,900.00,0.00,101.25,18,117,115,35.45,93.24,115.44,21.75,28,5,0.00,2061,41,35.45,13.60,125,127,8.48,2.78,2.78,1,1,0
265327,800.00,925.00,0.00,101.25,18,117,115,34.34,119.88,97.68,21.75,28,5,0.00,2061,40,34.34,13.70,126,128,8.30,2.70,2.67,1,1,0
265605,800.00,900.00,0.00,101.25,18,117,115,33.60,603.84,346.32,21.75,28,4,0.00,2061,39,33.60,13.60,123,127,8.62,2.72,2.70,1,1,0
265876,800.00,875.00,0.00,101.25,18,118,119,35.08,839.16,848.04,21.75,27,2,0.00,2061,39,35.08,13.60,123,125,8.31,2.73,2.72,1,1,0
266145,800.00,850.00,0.00,101.25,16,119,120,35.45,848.04,825.84,21.75,27,0,0.00,2061,39,35.45,13.70,123,125,8.37,2.82,2.85,1,1,0
266416,800.00,850.00,0.00,101.25,16,119,120,36.18,799.20,825.84,21.75,27,0,0.00,2061,37,36.18,13.60,123,125,8.23,2.81,2.88,1,1,0
266686,800.00,850.00,0.00,101.25,16,119,120,36.18,834.72,852.48,21.75,27,0,0.00,2061,35,36.18,13.70,122,124,7.98,2.76,2.84,1,1,0
266958,800.00,825.00,0.00,101.25,16,119,120,35.45,417.36,861.36,21.75,27,0,0.00,2061,35,35.45,13.60,124,124,7.88,2.73,2.79,1,1,0
267228,800.00,775.00,0.00,101.25,16,119,120,35.82,359.64,852.48,21.75,27,0,0.00,2061,35,35.82,13.60,124,123,7.98,2.88,2.94,1,1,0
267499,800.00,775.00,0.00,101.25,16,119,120,36.92,555.00,830.28,21.75,27,0,0.00,2061,35,36.92,13.60,122,122,7.95,2.90,2.88,1,1,0
267769,800.00,750.00,0.00,101.25,16,119,120,37.66,848.04,821.40,21.75,26,0,0.00,2061,35,37.66,13.70,122,122,7.91,2.91,2.91,1,1,0
268040,800.00,800.00,0.00,101.25,16,119,120,37.29,843.60,737.04,21.75,27,0,0.00,2061,35,37.29,13.60,122,122,7.80,2.85,2.87,1,1,0
268310,800.00,800.00,0.00,101.25,16,119,120,36.18,848.04,666.00,21.75,27,0,0.00,2061,35,36.18,13.70,121,122,7.96,2.78,2.82,1,1,0
268581,800.00,775.00,0.00,101.25,16,119,120,36.92,834.72,634.92,21.75,27,0,0.00,2061,35,36.92,13.50,121,121,7.92,2.79,2.84,1,1,0
268851,800.00,750.00,0.00,101.25,16,118,119,38.40,230.88,541.68,21.75,27,0,0.00,2061,35,38.40,13.60,122,121,7.90,2.94,3.04,1,1,0
269120,800.00,775.00,0.00,101.25,16,118,119,37.66,137.64,559.44,21.75,27,0,0.00,2061,36,37.66,13.60,122,121,8.06,2.93,2.93,1,1,0
269392,800.00,800.00,0.00,101.25,16,118,118,38.03,142.08,208.68,21.75,27,0,0.00,2061,36,38.03,13.70,122,123,8.06,2.87,2.88,1,1,0
269662,800.00,800.00,0.00,101.25,16,118,118,36.92,111.00,75.48,21.75,27,0,0.00,2061,36,36.92,13.70,122,123,8.06,2.85,2.90,1,1,0
269932,800.00,800.00,0.00,101.25,16,118,118,37.29,84.36,66.60,21.75,27,0,0.00,2061,36,37.29,13.60,123,123,7.96,2.90,2.91,1,1,0
270201,800.00,800.00,0.00,101.25,16,118,118,36.92,39.96,53.28,21.75,27,0,0.00,2061,36,36.92,13.60,123,124,7.97,2.90,2.93,1,1,0
270475,800.00,800.00,0.00,101.25,16,118,118,37.66,57.72,35.52,21.75,27,0,0.00,2061,36,37.66,13.60,125,125,8.06,2.98,2.98,1,1,0
270746,800.00,825.00,0.00,101.25,16,118,118,38.03,79.92,53.28,21.75,27,0,0.00,2061,37,38.03,13.70,125,126,8.04,2.98,2.98,1,1,0
271016,800.00,850.00,0.00,101.25,16,118,118,36.18,88.80,71.04,21.75,26,0,0.00,2061,36,36.18,13.60,125,126,8.12,2.79,2.82,1,1,0
271289,800.00,825.00,6.27,101.25,18,117,115,40.61,102.12,62.16,21.75,27,0,0.50,2061,43,40.61,13.60,126,126,10.96,3.40,3.62,1,1,0
271560,800.00,1025.00,12.55,101.25,18,117,115,53.90,57.72,62.16,21.75,28,0,5.00,2061,48,53.90,13.70,132,133,21.11,6.15,6.21,1,1,0
271835,800.00,1500.00,12.55,101.25,18,117,115,45.41,48.84,53.28,21.75,32,0,1.00,2061,48,45.41,13.60,135,135,21.58,4.82,4.88,1,1,0
272110,800.00,1500.00,12.55,101.25,18,117,115,42.83,44.40,53.28,21.75,32,0,0.50,2061,48,42.83,13.60,137,137,21.88,4.64,4.55,1,1,0
272382,800.00,1450.00,12.55,101.25,18,117,115,42.09,62.16,66.60,21.75,32,1,0.50,2061,48,42.09,13.60,139,139,22.03,4.87,4.75,1,1,0
272652,800.00,1450.00,12.55,101.25,18,117,115,43.20,84.36,119.88,21.75,32,3,1.00,2061,52,43.20,13.60,140,139,22.34,4.97,4.87,1,1,0
272922,800.00,1475.00,12.55,101.25,18,117,116,43.56,115.44,515.04,21.75,32,4,0.50,2061,51,43.56,13.60,141,131,22.44,4.97,4.94,1,1,0
273197,800.00,1525.00,0.00,101.25,18,120,122,28.07,856.92,865.80,21.75,34,5,0.00,2061,50,28.07,13.60,135,134,9.44,2.29,2.50,1,1,0
273483,800.00,1525.00,0.00,101.25,17,122,122,23.64,932.40,896.88,21.75,34,5,0.00,2061,48,23.64,13.60,135,134,9.33,1.91,1.92,1,1,0
273753,800.00,1375.00,0.00,101.25,17,122,122,25.11,919.08,888.00,21.75,33,5,0.00,2061,46,25.11,13.60,135,133,9.12,2.06,2.04,1,1,0
274022,800.00,1275.00,0.00,101.25,17,122,122,25.85,941.28,910.20,21.75,31,5,0.00,2061,45,25.85,13.70,133,132,8.90,2.23,2.17,1,1,0
274293,800.00,1175.00,0.00,101.25,17,122,122,26.96,945.72,919.08,21.75,31,5,0.00,2061,43,26.96,13.60,133,132,8.73,2.33,2.30,1,1,0
274564,800.00,1075.00,0.00,101.25,17,122,122,28.44,945.72,914.64,21.75,30,5,0.00,2061,41,28.44,13.70,133,131,8.44,2.43,2.38,1,1,0
274834,800.00,1000.00,0.00,101.25,17,122,122,30.65,945.72,905.76,21.75,29,5,0.00,2061,40,30.65,13.60,132,131,8.38,2.53,2.47,1,1,0
275108,800.00,950.00,0.00,101.25,17,122,122,32.13,941.28,914.64,21.75,28,5,0.00,2061,40,32.13,13.70,132,130,8.43,2.75,2.72,1,1,0
275379,800.00,925.00,0.00,101.25,17,122,122,33.60,936.84,914.64,21.75,28,4,0.00,2061,40,33.60,13.60,131,130,8.45,2.84,2.81,1,1,0
275649,800.00,925.00,0.00,101.25,17,122,122,32.86,932.40,905.76,21.75,28,4,0.00,2061,39,32.86,13.70,131,129,8.30,2.81,2.78,1,1,0
275919,800.00,925.00,0.00,101.25,17,122,122,32.49,927.96,892.44,21.75,28,3,0.00,2061,39,32.49,13.60,130,129,8.27,2.70,2.69,1,1,0
276189,800.00,900.00,0.00,101.25,16,118,118,33.23,927.96,888.00,21.75,28,1,0.00,2061,39,33.23,13.60,130,128,8.38,2.69,2.66,1,1,0
276460,800.00,875.00,0.00,101.25,16,118,118,33.60,923.52,883.56,21.75,28,0,0.00,2061,39,33.60,13.60,129,128,8.27,2.72,2.72,1,1,0
276730,800.00,875.00,0.00,101.25,16,118,118,34.71,914.64,794.76,21.75,28,0,0.00,2061,37,34.71,13.70,129,127,8.12,2.81,2.79,1,1,0
277000,800.00,875.00,0.00,101.25,16,118,118,34.71,905.76,768.12,21.75,28,0,0.00,2061,36,34.71,13.60,128,127,7.84,2.72,2.66,1,1,0
277270,800.00,875.00,0.00,101.25,16,118,118,33.97,879.12,852.48,21.75,27,0,0.00,2061,35,33.97,13.70,128,127,7.88,2.73,2.72,1,1,0
277541,800.00,825.00,0.00,101.25,16,118,118,34.71,879.12,856.92,21.75,27,0,0.00,2061,35,34.71,13.60,128,126,7.84,2.78,2.73,1,1,0
277811,800.00,825.00,0.00,101.25,16,118,118,35.82,874.68,861.36,21.75,27,1,0.00,2061,35,35.82,13.60,127,126,7.93,2.88,2.85,1,1,0
278079,800.00,825.00,0.00,101.25,16,118,118,36.18,879.12,745.92,21.75,27,0,0.00,2061,35,36.18,13.60,127,125,7.78,2.85,2.82,1,1,0
278350,800.00,825.00,3.53,101.25,18,117,116,38.40,888.00,683.76,22.50,27,0,0.00,2061,39,38.40,13.60,126,125,10.19,2.98,3.01,1,1,0
278627,800.00,875.00,6.67,101.25,18,117,116,47.62,888.00,719.28,22.50,27,0,2.00,2061,41,47.62,13.60,126,125,14.09,4.67,4.55,1,1,0
278899,800.00,1000.00,8.24,101.25,18,117,116,47.25,688.20,750.36,22.50,27,0,2.00,2061,42,47.25,13.60,120,120,15.79,4.44,4.35,1,1,0
279168,800.00,925.00,8.24,101.25,18,117,116,49.84,217.56,159.84,22.50,26,3,2.50,2061,46,49.84,13.60,129,127,16.38,4.97,4.91,1,1,0
279439,800.00,975.00,8.24,101.25,18,117,116,50.94,35.52,35.52,22.50,27,4,3.00,2061,46,50.94,13.60,129,129,16.25,5.08,5.07,1,1,0
279711,800.00,1100.00,0.00,101.25,4,125,125,40.98,35.52,44.40,22.50,30,5,0.50,2061,46,40.98,13.60,129,129,14.52,4.46,3.98,1,1,0
279984,800.00,1275.00,0.00,101.25,18,117,116,29.54,57.72,497.28,22.50,32,5,0.00,2061,44,29.54,13.70,129,127,8.74,2.27,2.20,1,1,0
280260,800.00,1225.00,0.00,101.25,17,122,122,27.70,306.36,839.16,22.50,31,5,0.00,2061,42,27.70,13.70,130,127,8.64,2.15,2.11,1,1,0
280531,800.00,1050.00,0.00,101.25,17,122,122,29.54,865.80,293.04,22.50,29,5,0.00,2061,41,29.54,13.70,128,129,8.59,2.37,2.41,1,1,0
280811,800.00,1000.00,0.00,101.25,17,122,122,31.02,919.08,888.00,22.50,29,5,0.00,2061,40,31.02,13.60,128,127,8.38,2.58,2.53,1,1,0
281084,800.00,950.00,0.00,101.25,17,122,122,32.13,936.84,905.76,22.50,28,5,0.00,2061,40,32.13,13.60,128,127,8.39,2.69,2.66,1,1,0
281356,800.00,925.00,0.00,101.25,17,122,122,33.23,936.84,910.20,22.50,28,4,0.00,2061,40,33.23,13.70,126,126,8.32,2.76,2.75,1,1,0
281635,800.00,900.00,0.00,101.25,18,117,116,33.23,936.84,883.56,22.50,28,4,0.00,2061,39,33.23,13.70,126,127,8.19,2.67,2.75,1,1,0
281905,800.00,875.00,0.00,101.25,18,117,116,34.34,923.52,879.12,22.50,28,3,0.00,2061,39,34.34,13.60,125,127,8.25,2.69,2.73,1,1,0
282174,800.00,825.00,0.00,101.25,18,117,117,35.45,901.32,848.04,22.50,27,0,0.00,2061,39,35.45,13.60,125,126,8.23,2.84,2.93,1,1,0
282445,800.00,800.00,0.00,101.25,16,118,118,36.92,821.40,856.92,22.50,27,0,0.00,2061,38,36.92,13.50,124,125,8.23,2.91,2.98,1,1,0
282716,800.00,825.00,0.00,101.25,16,118,118,36.55,861.36,737.04,22.50,27,0,0.00,2061,36,36.55,13.60,124,126,8.09,2.87,2.90,1,1,0
282988,800.00,800.00,0.00,101.25,16,118,118,36.55,861.36,754.80,22.50,27,0,0.00,2061,35,36.55,13.50,123,125,7.81,2.81,2.84,1,1,0
283256,800.00,750.00,0.00,101.25,16,118,118,36.92,830.28,670.44,22.50,26,0,0.00,2061,35,36.92,13.50,123,125,7.77,2.87,2.93,1,1,0
283527,800.00,775.00,0.00,101.25,16,118,118,37.66,723.72,568.32,22.50,27,0,0.00,2061,35,37.66,13.40,123,124,7.81,2.99,2.99,1,1,0
283797,800.00,725.00,0.00,101.25,16,118,118,37.66,723.72,603.84,22.50,26,0,0.00,2061,35,37.66,13.60,123,124,7.70,2.87,2.98,1,1,0
284067,800.00,775.00,0.00,101.25,16,118,118,37.66,448.44,754.80,22.50,27,0,0.00,2061,36,37.66,13.50,123,124,7.88,2.94,2.91,1,1,0
284338,800.00,800.00,0.00,101.25,16,118,118,36.92,173.16,457.32,22.50,27,0,0.00,2061,37,36.92,13.60,125,126,7.85,2.91,2.90,1,1,0
284608,800.00,800.00,0.00,101.25,16,118,118,37.66,150.96,137.64,22.50,27,0,0.00,2061,37,37.66,13.70,125,126,7.88,2.90,2.91,1,1,0
284878,800.00,800.00,0.00,101.25,16,118,118,36.55,222.00,173.16,22.50,27,0,0.00,2061,37,36.55,13.60,125,126,7.95,2.90,2.91,1,1,0
285148,800.00,800.00,0.00,101.25,16,118,118,36.55,306.36,79.92,22.50,27,0,0.00,2061,37,36.55,13.60,125,126,8.02,2.94,2.96,1,1,0
285419,800.00,775.00,0.00,101.25,16,118,118,36.92,745.92,222.00,22.50,27,0,0.00,2061,37,36.92,13.50,124,127,8.09,2.85,2.96,1,1,0
285689,800.00,800.00,0.00,101.25,16,118,118,36.92,630.48,168.72,22.50,27,0,0.00,2061,37,36.92,13.70,124,127,7.88,2.90,2.98,1,1,0
285959,800.00,825.00,0.00,101.25,16,118,118,37.29,301.92,119.88,22.50,27,0,0.00,2061,37,37.29,13.60,126,127,7.91,2.88,2.90,1,1,0
286229,800.00,825.00,0.00,101.25,16,118,118,35.82,199.80,324.12,22.50,27,0,0.00,2061,37,35.82,13.60,126,127,8.05,2.82,2.85,1,1,0
286500,800.00,825.00,0.00,101.25,16,118,118,36.18,799.20,377.40,22.50,27,0,0.00,2061,36,36.18,13.60,124,127,7.91,2.79,2.81,1,1,0
286776,800.00,800.00,0.00,101.25,16,118,118,36.92,186.48,230.88,22.50,27,0,0.00,2061,36,36.92,13.70,126,127,7.96,2.87,2.84,1,1,0
287047,800.00,775.00,0.00,101.25,16,118,118,37.66,79.92,213.12,22.50,27,0,0.00,2061,36,37.66,13.60,126,127,7.87,2.96,3.01,1,1,0
287318,800.00,775.00,0.00,101.25,16,118,118,38.03,137.64,253.08,22.50,27,0,0.00,2061,37,38.03,13.70,126,127,7.97,3.07,3.10,1,1,0
287589,800.00,825.00,0.00,101.25,16,118,118,36.55,825.84,399.60,22.50,27,0,0.00,2061,37,36.55,13.60,124,128,7.90,2.82,2.88,1,1,0
287863,800.00,850.00,0.00,101.25,16,118,118,35.45,856.92,626.04,22.50,27,0,0.00,2061,37,35.45,13.60,124,126,8.02,2.79,2.90,1,1,0
288133,800.00,825.00,0.00,101.25,16,118,118,35.45,843.60,763.68,23.25,27,0,0.00,2061,37,35.45,13.50,124,126,7.87,2.78,2.82,1,1,0
288404,800.00,775.00,0.00,101.25,16,118,118,37.29,865.80,261.96,23.25,27,0,0.00,2061,37,37.29,13.70,123,128,7.91,2.87,2.99,1,1,0
288679,800.00,800.00,0.00,101.25,16,118,118,35.82,541.68,421.80,23.25,27,0,0.00,2061,37,35.82,13.50,123,128,7.91,2.82,2.88,1,1,0
288950,800.00,800.00,0.00,101.25,16,118,118,36.92,128.76,839.16,23.25,27,0,0.00,2061,37,36.92,13.70,125,126,7.98,2.93,2.98,1,1,0
289223,800.00,800.00,0.00,101.25,16,118,118,37.29,106.56,848.04,23.25,27,0,0.00,2061,37,37.29,13.60,125,126,7.94,2.96,2.98,1,1,0
289494,800.00,800.00,0.00,101.25,16,118,118,36.92,186.48,279.72,23.25,27,0,0.00,2061,37,36.92,13.60,125,127,7.94,2.93,2.93,1,1,0
289766,800.00,775.00,0.00,101.25,16,118,118,38.03,301.92,173.16,23.25,27,0,0.00,2061,37,38.03,13.60,125,127,8.00,2.93,2.99,1,1,0
290036,800.00,750.00,0.00,102.00,16,118,118,38.03,168.72,88.80,23.25,27,0,0.00,2061,37,38.03,13.60,125,127,7.98,2.94,3.02,1,1,0
290308,800.00,800.00,0.00,102.00,16,118,118,36.55,53.28,226.44,23.25,27,0,0.00,2061,37,36.55,13.50,125,127,7.91,2.91,2.96,1,1,0
290583,800.00,800.00,0.00,102.00,16,118,118,37.66,97.68,834.72,23.25,27,0,0.00,2061,37,37.66,13.60,126,125,7.97,2.93,2.93,1,1,0
290854,800.00,850.00,0.00,102.00,16,118,118,36.55,195.36,830.28,23.25,27,0,0.00,2061,37,36.55,13.60,126,125,7.88,2.81,2.76,1,1,0
291122,800.00,800.00,0.00,101.25,16,118,118,36.18,643.80,572.76,23.25,27,0,0.00,2061,37,36.18,13.70,124,127,7.94,2.87,2.85,1,1,0
291393,800.00,775.00,0.00,102.00,16,118,118,36.92,155.40,133.20,23.25,27,0,0.00,2061,37,36.92,13.50,126,127,7.96,2.90,2.99,1,1,0
291663,800.00,750.00,0.00,102.00,16,118,118,38.40,115.44,155.40,23.25,27,0,0.00,2061,37,38.40,13.70,126,127,7.94,2.96,3.01,1,1,0
291933,800.00,825.00,0.00,102.00,16,118,118,37.29,71.04,137.64,23.25,27,0,0.00,2061,37,37.29,13.60,126,127,7.91,2.88,2.93,1,1,0
292203,800.00,825.00,0.00,102.00,16,118,118,36.55,97.68,133.20,23.25,27,0,0.00,2061,37,36.55,13.70,127,128,7.87,2.84,2.85,1,1,0
292474,800.00,825.00,0.00,102.00,16,118,118,36.18,102.12,133.20,23.25,27,0,0.00,2061,37,36.18,13.60,127,128,7.93,2.84,2.85,1,1,0
292744,800.00,800.00,0.00,102.00,16,118,118,35.82,492.84,395.16,23.25,27,0,0.00,2061,37,35.82,13.50,126,128,7.97,2.90,2.88,1,1,0
293013,800.00,825.00,0.00,102.00,16,118,118,36.55,839.16,630.48,23.25,27,0,0.00,2061,37,36.55,13.50,126,126,8.00,2.88,2.88,1,1,0
293284,800.00,775.00,0.00,102.00,16,118,118,37.29,865.80,812.52,23.25,27,0,0.00,2061,37,37.29,13.60,126,126,7.94,2.96,2.96,1,1,0
293555,800.00,800.00,0.00,102.00,16,118,118,37.66,790.32,634.92,23.25,27,0,0.00,2061,37,37.66,13.50,126,126,7.97,2.94,2.94,1,1,0
293825,800.00,825.00,0.00,102.00,16,118,118,36.55,852.48,608.28,23.25,27,0,0.00,2061,37,36.55,13.50,125,126,7.91,2.84,2.87,1,1,0
294094,800.00,800.00,0.00,102.00,16,118,118,37.29,777.00,572.76,23.25,27,0,0.00,2061,37,37.29,13.60,125,126,7.98,2.84,2.88,1,1,0
294366,800.00,775.00,0.00,102.00,16,118,118,37.29,816.96,44.40,23.25,27,0,0.00,2061,37,37.29,13.50,124,128,8.04,2.94,3.04,1,1,0
294638,800.00,800.00,0.00,102.00,16,118,118,36.92,705.96,84.36,23.25,27,0,0.00,2061,37,36.92,13.60,124,128,8.00,2.91,3.02,1,1,0
294916,800.00,800.00,0.00,102.00,16,118,118,36.55,785.88,683.76,23.25,27,0,0.00,2061,37,36.55,13.50,124,126,7.97,2.85,2.96,1,1,0
295185,800.00,800.00,0.00,102.00,16,118,118,36.55,848.04,808.08,23.25,27,0,0.00,2061,37,36.55,13.60,123,126,7.94,2.87,2.94,1,1,0
295458,800.00,775.00,0.00,102.00,16,118,118,38.03,719.28,195.36,23.25,27,0,0.00,2061,37,38.03,13.60,123,128,7.88,2.87,3.01,1,1,0
295729,800.00,800.00,0.00,102.00,16,118,118,37.66,355.20,115.44,23.25,27,0,0.00,2061,37,37.66,13.60,125,128,7.97,2.93,3.04,1,1,0
296002,800.00,775.00,0.00,102.00,16,118,118,36.55,150.96,688.20,23.25,27,0,0.00,2061,37,36.55,13.60,125,126,8.02,2.94,3.01,1,1,0
296272,800.00,825.00,0.00,102.00,16,118,118,37.66,39.96,785.88,23.25,27,0,0.00,2061,37,37.66,13.70,125,126,7.84,2.90,2.90,1,1,0
296543,800.00,825.00,0.00,102.00,16,118,118,35.82,53.28,803.64,23.25,27,0,0.00,2061,37,35.82,13.60,125,126,7.96,2.84,2.87,1,1,0
296821,800.00,800.00,0.00,102.00,16,118,118,37.29,79.92,666.00,23.25,27,0,0.00,2061,37,37.29,13.70,126,126,7.88,2.88,2.90,1,1,0
297092,800.00,800.00,0.00,102.00,16,118,118,36.92,62.16,506.16,23.25,27,0,0.00,2061,37,36.92,13.50,126,125,7.98,2.90,2.88,1,1,0
297366,800.00,825.00,0.00,102.00,16,118,118,36.92,66.60,612.72,23.25,27,0,0.00,2061,37,36.92,13.70,128,125,7.90,2.88,2.85,1,1,0
297646,800.00,800.00,0.00,102.00,16,118,118,35.82,124.32,777.00,23.25,27,0,0.00,2061,37,35.82,13.40,128,125,8.02,2.87,2.81,1,1,0
297917,800.00,825.00,0.00,102.00,16,118,118,36.92,754.80,519.48,23.25,27,0,0.00,2061,37,36.92,13.60,125,125,7.88,2.93,2.85,1,1,0
298186,800.00,825.00,0.00,102.00,16,118,118,36.55,870.24,142.08,23.25,27,0,0.00,2061,37,36.55,13.50,125,127,7.93,2.84,2.88,1,1,0
298457,800.00,825.00,0.00,102.00,16,118,118,36.92,839.16,253.08,23.25,27,0,0.00,2061,37,36.92,13.70,125,127,7.91,2.87,2.91,1,1,0
298727,800.00,800.00,0.00,102.00,16,118,118,36.55,834.72,834.72,23.25,27,0,0.00,2061,37,36.55,13.60,125,125,7.98,2.88,2.88,1,1,0
298997,800.00,800.00,0.00,102.00,16,118,118,37.29,843.60,155.40,23.25,27,0,0.00,2061,37,37.29,13.70,124,127,7.84,2.85,2.91,1,1,0
299265,800.00,800.00,0.00,102.00,16,118,118,36.92,799.20,235.32,23.25,27,0,0.00,2061,37,36.92,13.60,124,127,7.98,2.84,2.91,1,1,0
299536,800.00,800.00,0.00,102.00,16,118,118,37.66,732.60,111.00,23.25,27,0,0.00,2061,37,37.66,13.60,123,127,7.96,2.85,2.94,1,1,0
299806,800.00,800.00,0.00,102.00,16,118,118,37.66,759.24,62.16,23.25,27,0,0.00,2061,37,37.66,13.60,123,128,7.92,2.87,3.01,1,1,0
300076,800.00,800.00,0.00,102.00,16,118,118,36.18,266.40,146.52,23.25,27,0,0.00,2061,37,36.18,13.50,125,128,7.85,2.81,2.90,1,1,0
300348,800.00,800.00,0.00,102.00,16,118,118,36.92,142.08,581.64,23.25,27,0,0.00,2061,37,36.92,13.50,125,126,7.94,2.87,2.94,1,1,0
300618,800.00,775.00,0.00,102.00,16,118,118,37.29,48.84,830.28,23.25,27,0,0.00,2061,37,37.29,13.50,125,126,7.90,2.91,2.94,1,1,0
300896,800.00,800.00,0.00,102.00,16,118,118,36.55,75.48,816.96,23.25,27,0,0.00,2061,37,36.55,13.50,125,126,7.98,2.98,2.98,1,1,0
301164,800.00,825.00,0.00,102.00,16,118,118,37.29,79.92,719.28,23.25,27,0,0.00,2061,37,37.29,13.60,126,126,7.97,2.87,2.87,1,1,0
301435,800.00,800.00,0.00,102.00,16,118,118,36.92,66.60,825.84,23.25,27,0,0.00,2061,37,36.92,13.40,127,125,8.00,2.85,2.82,1,1,0
301705,800.00,800.00,0.00,102.00,16,118,118,36.18,93.24,257.52,23.25,27,0,0.00,2061,37,36.18,13.60,128,127,8.03,2.88,2.87,1,1,0
301976,800.00,775.00,0.00,102.00,16,118,118,37.66,559.44,328.56,23.25,27,0,0.00,2061,37,37.66,13.50,125,127,7.95,2.98,2.98,1,1,0
302245,800.00,825.00,0.00,102.00,16,118,118,37.29,799.20,745.92,23.25,27,0,0.00,2061,37,37.29,13.60,125,125,7.91,2.90,2.98,1,1,0
302516,800.00,800.00,0.00,102.00,16,118,118,36.55,830.28,816.96,23.25,27,0,0.00,2061,37,36.55,13.60,125,125,8.00,2.93,2.93,1,1,0
302786,800.00,775.00,0.00,102.00,16,118,118,37.66,888.00,856.92,23.25,27,0,0.00,2061,37,37.66,13.60,125,125,7.90,2.93,2.93,1,1,0
303058,800.00,775.00,0.00,102.00,16,118,118,36.55,848.04,790.32,23.25,27,0,0.00,2061,37,36.55,13.60,124,124,7.94,2.85,2.82,1,1,0
303329,800.00,825.00,0.00,102.00,16,118,118,36.92,785.88,492.84,23.25,27,0,0.00,2061,37,36.92,13.50,123,124,8.02,2.81,2.87,1,1,0
303599,800.00,800.00,0.00,102.00,16,118,118,36.18,688.20,688.20,23.25,27,0,0.00,2061,37,36.18,13.60,123,124,7.97,2.79,2.90,1,1,0
303869,800.00,775.00,0.00,102.00,16,118,118,36.92,71.04,754.80,23.25,27,0,0.00,2061,37,36.92,13.50,125,124,7.95,2.98,2.94,1,1,0
304143,800.00,775.00,0.00,102.00,16,118,118,37.66,57.72,608.28,23.25,27,0,0.00,2061,37,37.66,13.70,125,124,7.98,2.93,2.93,1,1,0
304414,800.00,750.00,0.00,102.00,16,118,118,38.03,88.80,97.68,23.25,26,0,0.00,2061,38,38.03,13.60,125,126,8.08,2.94,2.99,1,1,0
304686,800.00,825.00,0.00,102.00,16,118,118,36.92,128.76,88.80,23.25,27,0,0.00,2061,38,36.92,13.60,126,126,8.00,2.91,2.98,1,1,0
304957,800.00,850.00,0.00,102.00,16,118,118,36.55,261.96,88.80,23.25,27,0,0.00,2061,38,36.55,13.60,126,126,8.03,2.79,2.78,1,1,0
305230,800.00,825.00,0.00,102.00,16,118,118,35.82,111.00,102.12,23.25,27,0,0.00,2061,37,35.82,13.60,126,127,8.01,2.79,2.81,1,1,0
305501,800.00,825.00,0.00,102.00,16,118,118,36.55,133.20,44.40,23.25,27,0,0.00,2061,37,36.55,13.60,127,127,8.00,2.91,2.91,1,1,0
305770,800.00,800.00,0.00,102.00,16,118,118,35.82,102.12,79.92,23.25,27,0,0.00,2061,37,35.82,13.70,127,129,8.02,2.90,2.91,1,1,0
306041,800.00,825.00,0.00,102.00,16,118,118,35.82,417.36,812.52,23.25,27,0,0.00,2061,36,35.82,13.60,128,126,7.88,2.79,2.73,1,1,0
306312,800.00,775.00,0.00,102.00,16,118,118,36.18,808.08,790.32,23.25,27,0,0.00,2061,35,36.18,13.70,126,126,7.73,2.82,2.82,1,1,0
306582,800.00,800.00,0.00,102.00,16,118,118,36.55,834.72,816.96,23.25,27,0,0.00,2061,35,36.55,13.50,126,126,7.68,2.88,2.84,1,1,0
306852,800.00,825.00,0.00,102.00,16,118,118,35.45,879.12,865.80,23.25,27,0,0.00,2061,35,35.45,13.60,126,126,7.74,2.79,2.81,1,1,0
307120,800.00,850.00,0.00,102.00,16,118,118,36.18,888.00,546.12,23.25,27,0,0.00,2061,35,36.18,13.50,125,125,7.80,2.79,2.81,1,1,0
307391,800.00,800.00,0.00,102.00,16,118,118,36.55,901.32,501.72,23.25,27,0,0.00,2061,35,36.55,13.60,124,127,7.77,2.76,2.79,1,1,0
307663,800.00,775.00,0.00,102.00,16,118,118,37.29,896.88,244.20,23.25,27,0,0.00,2061,35,37.29,13.60,123,127,7.66,2.87,2.88,1,1,0
307934,800.00,750.00,0.00,102.00,16,118,118,37.29,834.72,150.96,23.25,26,0,0.00,2061,37,37.29,13.70,123,127,7.74,2.87,2.98,1,1,0
308205,800.00,800.00,0.00,102.00,16,118,118,38.03,728.16,213.12,23.25,27,0,0.00,2061,38,38.03,13.50,123,127,7.85,2.91,3.02,1,1,0
308476,800.00,800.00,0.00,102.00,16,118,118,37.66,315.24,372.96,24.00,27,0,0.00,2061,38,37.66,13.60,125,127,7.95,2.98,3.04,1,1,0
308746,800.00,825.00,0.00,102.00,16,118,118,36.55,106.56,839.16,23.25,27,0,0.00,2061,38,36.55,13.50,125,125,7.98,2.90,2.87,1,1,0
309015,800.00,850.00,0.00,102.00,16,118,118,36.18,88.80,808.08,23.25,27,0,0.00,2061,37,36.18,13.60,125,125,7.93,2.76,2.75,1,1,0
