TIMESTAMP(ms),IDLESPD(RPM),RPM(RPM),TPS(%),COOLTMP(DEG C),CELL,LBLM,RBLM,MAP(KPA),LO2(mV),RO2(mV),IAT(DEG C),ADV(DEG),SPEED(MPH),KNOCKRETARD(DEG),KNOCK,IAC,BARO(KPA),ADIGNVLT(VOLTS),LINT,RINT,MAF(G/s),LBPW(MSEC),RBPW(MSEC),CL,BLM,WOT
1602,887.50,900.00,0.00,78.75,16,128,128,32.86,1007.88,994.56,28.50,28,0,0.00,1422,40,32.86,13.70,128,128,8.04,3.04,3.04,0,0,0
1873,887.50,875.00,0.00,78.75,16,128,128,33.60,1003.44,994.56,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.06,3.10,3.08,0,0,0
2143,887.50,875.00,0.00,78.75,16,128,128,33.60,999.00,994.56,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.15,3.14,3.14,0,0,0
2415,887.50,900.00,0.00,78.75,16,128,128,33.23,1003.44,994.56,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.24,3.07,3.07,0,0,0
2691,887.50,900.00,0.00,79.50,16,128,128,33.97,1003.44,990.12,28.50,28,0,0.00,1422,40,33.97,13.70,128,128,8.14,3.07,3.05,0,0,0
2962,887.50,900.00,0.00,79.50,16,128,128,33.23,1003.44,990.12,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.15,3.07,3.07,0,0,0
3231,887.50,900.00,0.00,79.50,16,128,128,33.60,1007.88,990.12,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.02,3.01,3.01,0,0,0
3504,887.50,900.00,0.00,79.50,16,128,128,33.97,1003.44,941.28,28.50,28,0,0.00,1422,40,33.97,13.70,128,128,8.03,3.07,3.05,0,0,0
3778,887.50,900.00,0.00,79.50,16,128,128,34.34,1003.44,976.80,28.50,28,0,0.00,1422,40,34.34,13.70,128,128,8.20,3.11,3.11,0,0,0
4053,887.50,900.00,0.00,79.50,16,128,128,33.97,999.00,990.12,28.50,28,0,0.00,1422,40,33.97,13.80,128,128,8.12,3.08,3.07,0,0,0
4324,887.50,900.00,0.00,79.50,16,128,128,33.97,1003.44,976.80,28.50,28,0,0.00,1422,40,33.97,13.70,128,128,8.09,3.08,3.08,0,0,0
4596,887.50,900.00,0.00,79.50,16,128,128,34.34,1003.44,985.68,28.50,28,0,0.00,1422,40,34.34,13.80,128,128,8.16,3.07,3.07,0,0,0
4866,887.50,900.00,0.00,79.50,16,128,128,33.23,1003.44,990.12,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.16,3.10,3.08,0,0,0
5136,887.50,925.00,0.00,79.50,16,128,128,33.60,1003.44,990.12,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.05,3.02,3.04,0,0,0
5411,887.50,900.00,0.00,79.50,16,128,128,33.23,1003.44,990.12,28.50,28,0,0.00,1422,40,33.23,13.80,128,128,8.24,3.02,3.04,0,0,0
5687,887.50,925.00,0.00,79.50,16,128,128,33.60,1003.44,985.68,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.36,3.04,3.02,0,0,0
5958,887.50,900.00,0.00,79.50,16,128,128,33.60,1003.44,981.24,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.16,3.07,3.07,0,0,0
6227,887.50,900.00,0.00,79.50,16,128,128,32.86,1003.44,985.68,28.50,28,0,0.00,1422,40,32.86,13.70,128,128,8.05,3.08,3.08,0,0,0
6498,887.50,900.00,0.00,79.50,16,128,128,33.23,999.00,985.68,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.12,3.07,3.08,0,0,0
6768,887.50,900.00,0.00,79.50,16,128,128,33.23,999.00,985.68,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.21,3.08,3.07,0,0,0
7038,887.50,900.00,0.00,79.50,16,128,128,33.97,999.00,985.68,28.50,28,0,0.00,1422,40,33.97,13.80,128,128,8.16,3.08,3.08,0,0,0
7309,887.50,900.00,0.00,79.50,16,128,128,33.97,1003.44,985.68,28.50,28,0,0.00,1422,40,33.97,13.70,128,128,8.15,3.07,3.07,0,0,0
7579,887.50,900.00,0.00,79.50,16,128,128,34.34,1003.44,985.68,28.50,28,0,0.00,1422,40,34.34,13.70,128,128,8.07,3.07,3.05,0,0,0
7848,887.50,900.00,0.00,79.50,16,128,128,33.60,999.00,985.68,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.34,3.05,3.07,0,0,0
8117,887.50,925.00,0.00,79.50,16,128,128,32.86,1003.44,985.68,28.50,28,0,0.00,1422,40,32.86,13.70,128,128,7.98,3.01,3.02,0,0,0
8388,887.50,900.00,0.00,80.25,16,128,128,33.23,1003.44,985.68,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.05,3.02,3.04,0,0,0
8658,887.50,900.00,0.00,80.25,16,128,128,32.86,1003.44,981.24,28.50,28,0,0.00,1422,40,32.86,13.70,128,128,8.10,3.01,3.02,0,0,0
8929,887.50,900.00,0.00,79.50,16,128,128,33.23,1003.44,981.24,28.50,28,0,0.00,1422,40,33.23,13.70,128,128,8.23,3.05,3.01,0,0,0
9198,887.50,900.00,0.00,80.25,16,128,128,33.60,1003.44,985.68,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.09,3.05,3.05,0,0,0
9469,875.00,900.00,0.00,80.25,16,128,128,32.49,1003.44,985.68,28.50,28,0,0.00,1422,40,32.49,13.70,128,128,8.23,3.02,3.01,0,0,0
9739,875.00,900.00,0.00,80.25,16,128,128,33.60,1003.44,985.68,28.50,28,0,0.00,1422,38,33.60,13.80,128,128,7.91,2.94,2.96,0,0,0
10008,875.00,875.00,0.00,80.25,16,128,128,33.60,1003.44,981.24,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.98,2.98,2.94,0,0,0
10279,875.00,850.00,0.00,80.25,16,128,128,34.71,1003.44,981.24,28.50,27,0,0.00,1422,37,34.71,13.70,128,128,7.85,3.05,3.07,0,0,0
10550,875.00,825.00,0.00,80.25,16,128,128,35.08,1003.44,985.68,28.50,27,0,0.00,1422,38,35.08,13.80,128,128,7.85,3.14,3.11,0,0,0
10826,875.00,825.00,0.00,80.25,16,128,128,34.71,1003.44,976.80,28.50,27,0,0.00,1422,40,34.71,13.70,128,128,8.01,3.27,3.23,0,0,0
11095,875.00,875.00,0.00,80.25,16,128,128,35.08,1003.44,981.24,28.50,28,0,0.00,1422,41,35.08,13.70,128,128,8.09,3.23,3.22,0,0,0
11367,875.00,900.00,0.00,80.25,16,128,128,34.71,999.00,981.24,28.50,28,0,0.00,1422,41,34.71,13.70,128,128,8.33,3.10,3.10,0,0,0
11638,875.00,925.00,0.00,80.25,16,128,128,32.86,999.00,981.24,28.50,28,0,0.00,1422,41,32.86,13.70,128,128,8.13,3.01,3.01,0,0,0
11908,875.00,925.00,0.00,80.25,16,128,128,32.86,1003.44,985.68,28.50,28,0,0.00,1422,39,32.86,13.70,128,128,7.95,2.94,2.94,0,0,0
12188,875.00,900.00,0.00,80.25,16,128,128,32.86,999.00,976.80,28.50,28,0,0.00,1422,38,32.86,13.60,128,128,7.97,2.94,2.94,0,0,0
12459,875.00,875.00,0.00,80.25,16,128,128,33.60,1003.44,972.36,28.50,28,0,0.00,1422,38,33.60,13.70,128,128,7.98,3.07,3.08,0,0,0
12731,875.00,850.00,0.00,80.25,16,128,128,34.34,1003.44,985.68,28.50,27,0,0.00,1422,38,34.34,13.60,128,128,7.91,3.16,3.14,0,0,0
13005,875.00,850.00,0.00,80.25,16,128,128,34.34,1003.44,990.12,28.50,27,0,0.00,1422,39,34.34,13.70,128,128,7.85,3.20,3.16,0,0,0
13277,875.00,850.00,0.00,80.25,16,128,128,34.34,1003.44,985.68,28.50,28,0,0.00,1422,39,34.34,13.80,128,128,8.02,3.11,3.11,0,0,0
13552,875.00,875.00,0.00,80.25,16,128,128,33.97,1003.44,985.68,28.50,28,0,0.00,1422,39,33.97,13.80,128,128,8.03,3.07,3.10,0,0,0
13825,875.00,900.00,0.00,80.25,16,128,128,33.60,1003.44,976.80,28.50,28,0,0.00,1422,39,33.60,13.70,128,128,8.05,3.05,3.04,0,0,0
14094,875.00,900.00,0.00,80.25,16,128,128,33.97,999.00,981.24,28.50,28,0,0.00,1422,39,33.97,13.70,128,128,7.94,3.05,3.04,0,0,0
14365,875.00,875.00,0.00,80.25,16,128,128,34.34,1003.44,985.68,28.50,28,0,0.00,1422,39,34.34,13.70,128,128,8.07,3.02,3.02,0,0,0
14635,875.00,900.00,0.00,80.25,16,128,128,34.34,1003.44,981.24,28.50,28,0,0.00,1422,39,34.34,13.80,128,128,7.97,3.01,3.01,0,0,0
14906,875.00,900.00,0.00,80.25,16,128,128,33.97,1003.44,981.24,28.50,28,0,0.00,1422,39,33.97,13.60,128,128,8.02,3.04,3.04,0,0,0
15175,875.00,875.00,0.00,80.25,16,128,128,33.60,999.00,972.36,28.50,28,0,0.00,1422,39,33.60,13.80,128,128,8.00,3.02,3.01,0,0,0
15446,875.00,875.00,0.00,80.25,16,128,128,33.97,999.00,976.80,28.50,28,0,0.00,1422,39,33.97,13.60,128,128,8.03,3.07,3.05,0,0,0
15717,875.00,900.00,0.00,80.25,16,128,128,34.34,1003.44,976.80,28.50,28,0,0.00,1422,39,34.34,13.70,128,128,8.05,3.08,3.08,0,0,0
15987,875.00,875.00,0.00,80.25,16,128,128,33.60,999.00,976.80,28.50,28,0,0.00,1422,39,33.60,13.80,128,128,7.98,3.05,3.05,0,0,0
16256,875.00,900.00,0.00,80.25,16,128,128,32.86,1003.44,981.24,28.50,28,0,0.00,1422,39,32.86,13.70,128,128,8.05,3.02,3.01,0,0,0
16528,875.00,900.00,0.00,80.25,16,128,128,33.60,1003.44,936.84,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,7.95,2.94,2.94,0,0,0
16798,875.00,900.00,0.00,80.25,16,128,128,32.86,999.00,963.48,28.50,28,0,0.00,1422,37,32.86,13.60,128,128,7.77,2.91,2.93,0,0,0
17067,875.00,900.00,0.00,80.25,16,128,128,32.86,999.00,972.36,28.50,28,0,0.00,1422,37,32.86,13.70,128,128,7.80,2.96,2.96,0,0,0
17344,875.00,900.00,0.00,80.25,16,128,128,33.60,999.00,972.36,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.84,3.02,3.02,0,0,0
17615,875.00,850.00,0.00,80.25,16,128,128,34.71,999.00,963.48,28.50,27,0,0.00,1422,37,34.71,13.70,128,128,7.84,3.10,3.08,0,0,0
17885,875.00,850.00,0.00,80.25,16,128,128,34.71,1003.44,976.80,28.50,27,0,0.00,1422,37,34.71,13.70,128,128,7.77,3.07,3.07,0,0,0
18154,875.00,900.00,0.00,80.25,16,128,128,33.60,999.00,976.80,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.82,3.04,3.02,0,0,0
18425,875.00,875.00,0.00,80.25,16,128,128,34.34,999.00,976.80,28.50,28,0,0.00,1422,37,34.34,13.70,128,128,7.85,3.04,3.04,0,0,0
18696,875.00,850.00,0.00,80.25,16,128,128,33.23,999.00,981.24,28.50,27,0,0.00,1422,37,33.23,13.70,128,128,7.80,3.04,3.04,0,0,0
18966,875.00,825.00,0.00,80.25,16,128,128,34.34,999.00,981.24,28.50,27,0,0.00,1422,37,34.34,13.60,128,128,7.80,3.05,3.05,0,0,0
19235,875.00,825.00,0.00,80.25,16,128,128,34.71,994.56,972.36,28.50,27,0,0.00,1422,39,34.71,13.70,128,128,7.91,3.22,3.20,0,0,0
19506,875.00,850.00,0.00,80.25,16,128,128,35.45,994.56,976.80,28.50,27,0,0.00,1422,40,35.45,13.60,128,128,8.23,3.27,3.27,0,0,0
19778,875.00,900.00,0.00,80.25,16,128,128,35.45,994.56,976.80,28.50,28,0,0.00,1422,41,35.45,13.70,128,128,8.18,3.23,3.22,0,0,0
20052,875.00,900.00,0.00,80.25,16,128,128,33.60,994.56,972.36,28.50,28,0,0.00,1422,41,33.60,13.70,128,128,8.12,3.05,3.07,0,0,0
20323,875.00,925.00,0.00,80.25,16,128,128,33.97,994.56,972.36,28.50,28,0,0.00,1422,41,33.97,13.60,128,128,8.19,3.07,3.05,0,0,0
20596,875.00,900.00,0.00,80.25,16,128,128,33.97,999.00,950.16,28.50,28,0,0.00,1422,41,33.97,13.70,128,128,8.28,3.07,3.07,0,0,0
20871,875.00,925.00,0.00,80.25,16,128,128,33.60,999.00,976.80,28.50,28,0,0.00,1422,40,33.60,13.70,128,128,8.12,2.99,3.01,0,0,0
21140,875.00,900.00,0.00,80.25,16,128,128,32.86,999.00,976.80,28.50,28,0,0.00,1422,38,32.86,13.70,128,128,7.82,2.91,2.90,0,0,0
21411,875.00,875.00,0.00,81.00,16,128,128,33.60,999.00,972.36,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.75,2.93,2.93,0,0,0
21686,875.00,850.00,0.00,81.00,16,128,128,33.97,999.00,972.36,28.50,27,0,0.00,1422,37,33.97,13.60,128,128,7.85,3.02,3.01,0,0,0
21956,875.00,850.00,0.00,80.25,16,128,128,33.97,999.00,976.80,28.50,27,0,0.00,1422,37,33.97,13.70,128,128,7.70,3.07,3.08,0,0,0
22229,875.00,850.00,0.00,81.00,16,128,128,34.71,999.00,976.80,28.50,27,0,0.00,1422,37,34.71,13.80,128,128,7.70,3.07,3.07,0,0,0
22501,875.00,850.00,0.00,81.00,16,128,128,34.71,999.00,972.36,28.50,27,0,0.00,1422,38,34.71,13.70,128,128,7.87,3.11,3.13,0,0,0
22771,875.00,850.00,0.00,81.00,16,128,128,34.34,999.00,967.92,28.50,27,0,0.00,1422,38,34.34,13.70,128,128,7.84,3.08,3.10,0,0,0
23040,875.00,875.00,0.00,81.00,16,128,128,34.34,999.00,972.36,28.50,28,0,0.00,1422,38,34.34,13.70,128,128,7.84,3.02,3.02,0,0,0
23310,875.00,875.00,0.00,81.00,16,128,128,33.60,999.00,972.36,28.50,28,0,0.00,1422,38,33.60,13.80,128,128,7.85,3.04,3.05,0,0,0
23580,875.00,875.00,0.00,81.00,16,128,128,33.60,994.56,967.92,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,7.82,3.04,3.04,0,0,0
23850,875.00,850.00,0.00,81.00,16,128,128,34.71,994.56,972.36,28.50,27,0,0.00,1422,38,34.71,13.70,128,128,7.87,3.08,3.07,0,0,0
24119,875.00,875.00,0.00,81.00,16,128,128,34.34,994.56,972.36,28.50,28,0,0.00,1422,38,34.34,13.80,128,128,7.98,3.13,3.14,0,0,0
24393,875.00,875.00,0.00,81.00,16,128,128,34.34,990.12,972.36,28.50,28,0,0.00,1422,38,34.34,13.70,128,128,7.85,3.10,3.07,0,0,0
24663,875.00,900.00,0.00,81.00,16,128,128,33.60,990.12,972.36,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,7.95,2.99,3.01,0,0,0
24933,875.00,900.00,0.00,81.00,16,128,128,33.60,994.56,972.36,28.50,28,0,0.00,1422,38,33.60,13.70,128,128,7.94,2.99,3.01,0,0,0
25201,875.00,875.00,0.00,81.00,16,128,128,33.97,990.12,972.36,28.50,28,0,0.00,1422,38,33.97,13.70,128,128,8.10,2.99,3.02,0,0,0
25472,875.00,875.00,0.00,81.00,16,128,128,33.60,990.12,976.80,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,7.88,3.04,3.02,0,0,0
25742,875.00,900.00,0.00,81.00,16,128,128,33.60,994.56,972.36,28.50,28,0,0.00,1422,38,33.60,13.70,128,128,7.94,2.99,3.02,0,0,0
26010,875.00,900.00,0.00,81.00,16,128,128,33.97,990.12,959.04,28.50,28,0,0.00,1422,38,33.97,13.70,128,128,7.85,3.01,3.01,0,0,0
26280,875.00,900.00,0.00,81.00,16,128,128,33.97,994.56,967.92,28.50,28,0,0.00,1422,38,33.97,13.70,128,128,7.91,2.99,2.99,0,0,0
26551,875.00,900.00,0.00,81.00,16,128,128,33.97,994.56,963.48,28.50,28,0,0.00,1422,38,33.97,13.80,128,128,7.91,3.04,3.05,0,0,0
26821,875.00,875.00,0.00,81.00,16,128,128,34.34,994.56,972.36,28.50,28,0,0.00,1422,38,34.34,13.80,128,128,8.05,3.07,3.07,0,0,0
27089,875.00,900.00,0.00,81.00,16,128,128,33.97,990.12,972.36,28.50,28,0,0.00,1422,38,33.97,13.60,128,128,7.75,3.08,3.08,0,0,0
27360,875.00,900.00,0.00,81.00,16,128,128,33.60,985.68,972.36,28.50,28,0,0.00,1422,38,33.60,13.70,128,128,7.98,3.04,3.04,0,0,0
27630,875.00,875.00,0.00,81.00,16,128,128,33.60,990.12,972.36,28.50,28,0,0.00,1422,38,33.60,13.70,128,128,7.97,3.02,3.02,0,0,0
27900,875.00,900.00,0.00,81.00,16,128,128,33.60,990.12,967.92,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,8.02,3.01,3.01,0,0,0
28171,875.00,875.00,0.00,81.00,16,128,128,32.86,990.12,963.48,28.50,28,0,0.00,1422,38,32.86,13.70,128,128,7.93,3.01,3.02,0,0,0
28449,875.00,900.00,0.00,81.00,16,128,128,34.34,990.12,967.92,28.50,28,0,0.00,1422,38,34.34,13.70,128,128,7.91,3.02,3.02,0,0,0
28725,875.00,900.00,0.00,81.00,16,128,128,33.60,990.12,967.92,28.50,28,0,0.00,1422,38,33.60,13.80,128,128,7.91,3.01,3.02,0,0,0
28997,875.00,900.00,0.00,81.00,16,128,128,33.60,990.12,967.92,28.50,28,0,0.00,1422,38,33.60,13.60,128,128,7.88,3.01,3.01,0,0,0
29267,875.00,875.00,0.00,81.00,16,128,128,34.34,990.12,967.92,28.50,28,0,0.00,1422,38,34.34,13.60,128,128,7.98,3.05,3.05,0,0,0
29538,875.00,875.00,0.00,81.00,16,128,128,34.71,990.12,967.92,28.50,28,0,0.00,1422,38,34.71,13.70,128,128,7.91,3.05,3.05,0,0,0
29810,875.00,875.00,0.00,81.00,16,128,128,34.34,990.12,972.36,28.50,28,0,0.00,1422,38,34.34,13.60,128,128,7.85,3.08,3.08,0,0,0
30084,875.00,875.00,0.00,81.00,16,128,128,34.34,985.68,967.92,28.50,28,0,0.00,1422,38,34.34,13.60,128,128,7.91,3.08,3.08,0,0,0
30360,875.00,850.00,0.00,81.00,16,128,128,34.71,985.68,963.48,28.50,27,0,0.00,1422,38,34.71,13.80,128,128,7.85,3.08,3.07,0,0,0
30630,875.00,850.00,0.00,81.00,16,128,128,34.71,985.68,967.92,28.50,27,0,0.00,1422,39,34.71,13.70,128,128,8.07,3.11,3.14,0,0,0
30900,875.00,900.00,0.00,81.00,16,128,128,33.60,985.68,967.92,28.50,28,0,0.00,1422,39,33.60,13.70,128,128,8.19,3.08,3.07,0,0,0
31169,875.00,875.00,0.00,81.00,16,128,128,33.97,985.68,967.92,28.50,28,0,0.00,1422,39,33.97,13.60,128,128,7.91,3.04,3.04,0,0,0
31439,875.00,875.00,0.00,81.00,16,128,128,34.71,990.12,967.92,28.50,28,0,0.00,1422,39,34.71,13.70,128,128,8.15,3.13,3.14,0,0,0
31709,875.00,875.00,0.00,81.00,16,128,128,33.97,985.68,963.48,28.50,28,0,0.00,1422,39,33.97,13.70,128,128,7.96,3.16,3.17,0,0,0
31979,875.00,925.00,0.00,81.00,16,128,128,34.34,981.24,967.92,28.50,28,0,0.00,1422,39,34.34,13.70,128,128,8.02,3.05,3.07,0,0,0
32248,875.00,900.00,0.00,81.00,16,128,128,33.97,985.68,967.92,28.50,28,0,0.00,1422,39,33.97,13.70,128,128,8.15,3.01,3.01,0,0,0
32518,875.00,925.00,0.00,81.00,16,128,128,32.86,990.12,967.92,28.50,28,0,0.00,1422,38,32.86,13.60,128,128,7.95,2.99,2.99,0,0,0
32792,875.00,900.00,0.00,81.00,16,128,128,33.60,990.12,967.92,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.87,2.93,2.93,0,0,0
33061,875.00,900.00,0.00,81.00,16,128,128,33.97,990.12,963.48,28.50,28,0,0.00,1422,37,33.97,13.70,128,128,7.84,2.99,2.98,0,0,0
33332,875.00,875.00,0.00,81.00,16,128,128,33.60,990.12,963.48,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.91,3.04,3.04,0,0,0
33601,875.00,850.00,0.00,81.75,16,128,128,34.71,990.12,963.48,28.50,27,0,0.00,1422,37,34.71,13.70,128,128,7.87,3.11,3.10,0,0,0
33871,862.50,875.00,0.00,81.75,16,128,128,33.97,990.12,963.48,28.50,28,0,0.00,1422,37,33.97,13.60,128,128,7.95,3.10,3.08,0,0,0
34140,875.00,900.00,0.00,81.75,16,128,128,33.60,990.12,959.04,28.50,28,0,0.00,1422,37,33.60,13.60,128,128,7.91,3.04,3.04,0,0,0
34411,862.50,900.00,0.00,81.75,16,128,128,33.60,990.12,963.48,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.77,2.94,2.94,0,0,0
34682,862.50,875.00,0.00,81.75,16,128,128,34.34,990.12,959.04,28.50,28,0,0.00,1422,37,34.34,13.70,128,128,7.84,3.04,3.04,0,0,0
34952,862.50,850.00,0.00,81.75,16,128,128,34.34,985.68,923.52,28.50,27,0,0.00,1422,37,34.34,13.70,128,128,7.84,3.08,3.10,0,0,0
35221,862.50,850.00,0.00,81.75,16,128,128,34.71,985.68,954.60,28.50,27,0,0.00,1422,37,34.71,13.60,128,128,7.80,3.08,3.08,0,0,0
35493,862.50,850.00,0.00,81.75,16,128,128,34.34,985.68,967.92,28.50,27,0,0.00,1422,37,34.34,13.70,128,128,7.70,3.04,3.04,0,0,0
35763,862.50,825.00,0.00,81.75,16,128,128,35.08,985.68,963.48,28.50,27,0,0.00,1422,37,35.08,13.70,128,128,7.80,3.07,3.08,0,0,0
36032,862.50,875.00,0.00,81.75,16,128,128,33.97,981.24,959.04,28.50,27,0,0.00,1422,37,33.97,13.70,128,128,7.79,3.02,3.02,0,0,0
36305,862.50,850.00,0.00,81.75,16,128,128,34.34,976.80,954.60,28.50,27,0,0.00,1422,37,34.34,13.70,128,128,7.76,3.02,3.02,0,0,0
36576,862.50,850.00,0.00,81.75,16,128,128,33.97,981.24,932.40,28.50,27,0,0.00,1422,37,33.97,13.70,128,128,7.87,3.05,3.07,0,0,0
36846,862.50,850.00,0.00,81.75,16,128,128,34.71,981.24,950.16,28.50,27,0,0.00,1422,37,34.71,13.60,128,128,7.71,3.05,3.04,0,0,0
37119,862.50,850.00,0.00,81.75,16,128,128,33.97,981.24,959.04,28.50,27,0,0.00,1422,37,33.97,13.70,128,128,7.80,3.05,3.05,0,0,0
37394,862.50,875.00,0.00,81.75,16,128,128,34.34,981.24,950.16,28.50,28,0,0.00,1422,37,34.34,13.70,128,128,7.84,3.07,3.07,0,0,0
37666,862.50,875.00,0.00,81.75,16,128,128,33.60,976.80,950.16,28.50,28,0,0.00,1422,37,33.60,13.70,128,128,7.79,3.07,3.08,0,0,0
37938,862.50,900.00,0.00,81.75,16,128,128,33.97,976.80,959.04,28.50,28,0,0.00,1422,37,33.97,13.70,128,128,7.70,2.98,2.96,0,0,0
38210,862.50,900.00,0.00,81.75,16,128,128,33.97,981.24,950.16,28.50,28,0,0.00,1422,37,33.97,13.80,128,128,7.73,2.94,2.94,0,0,0
38484,862.50,875.00,0.00,81.75,16,128,128,33.97,981.24,954.60,28.50,28,0,0.00,1422,36,33.97,13.60,128,128,7.82,2.96,2.96,0,0,0
38754,862.50,850.00,0.00,81.75,16,128,128,33.60,981.24,963.48,28.50,27,0,0.00,1422,36,33.60,13.60,128,128,7.71,3.01,3.01,0,0,0
39023,862.50,850.00,0.00,81.75,16,128,128,33.97,976.80,967.92,28.50,27,0,0.00,1422,37,33.97,13.70,128,128,7.70,3.13,3.13,0,0,0
39292,862.50,850.00,0.00,81.75,16,128,128,34.71,976.80,959.04,28.50,27,0,0.00,1422,37,34.71,13.60,128,128,7.76,3.13,3.13,0,0,0
39564,862.50,875.00,0.00,81.75,16,128,128,34.34,985.68,954.60,28.50,28,0,0.00,1422,37,34.34,13.70,128,128,7.87,3.04,3.02,0,0,0
39834,862.50,875.00,0.00,81.75,16,128,128,34.71,985.68,954.60,28.50,28,0,0.00,1422,37,34.71,13.70,128,128,7.80,3.01,3.01,0,0,0
40103,862.50,850.00,0.00,81.75,16,128,128,33.60,985.68,954.60,28.50,27,0,0.00,1422,37,33.60,13.70,128,128,7.82,3.10,3.08,0,0,0
40375,862.50,850.00,0.00,82.50,16,128,128,35.08,985.68,959.04,28.50,27,0,0.00,1422,37,35.08,13.70,128,128,7.85,3.07,3.08,0,0,0
40645,862.50,875.00,0.00,82.50,16,128,128,33.23,985.68,941.28,28.50,28,0,0.00,1422,37,33.23,13.70,128,128,7.76,3.02,3.02,0,0,0
40915,862.50,875.00,0.00,82.50,16,128,128,33.60,981.24,963.48,28.50,28,0,0.00,1422,37,33.60,13.60,128,128,7.84,3.01,2.99,0,0,0
41185,862.50,875.00,5.10,82.50,18,128,128,37.29,985.68,963.48,28.50,27,0,0.00,1422,41,37.29,13.70,128,128,11.85,3.48,3.68,0,0,0
41456,862.50,1150.00,9.80,82.50,18,128,128,45.04,976.80,963.48,28.50,30,0,0.50,1422,46,45.04,13.60,128,128,18.12,5.25,5.40,0,0,0
41730,862.50,1525.00,14.12,82.50,18,128,128,42.46,941.28,950.16,28.50,33,0,0.50,1422,51,42.46,13.60,128,128,21.75,5.17,5.14,0,0,0
42000,862.50,1675.00,14.90,82.50,18,128,128,40.61,825.84,927.96,28.50,33,0,0.00,1422,51,40.61,13.60,128,128,27.05,5.45,5.45,0,0,0
42270,862.50,1525.00,14.90,82.50,18,128,128,44.30,923.52,941.28,28.50,32,0,0.50,1422,51,44.30,13.60,128,128,26.84,5.83,5.83,0,0,0
42541,862.50,1450.00,14.90,82.50,18,128,128,47.99,927.96,941.28,28.50,32,3,1.00,1422,55,47.99,13.70,128,128,27.27,6.35,6.26,0,0,0
42811,862.50,1375.00,14.90,82.50,18,128,128,49.84,927.96,941.28,28.50,32,5,1.50,1422,56,49.84,13.70,128,128,27.37,6.67,6.65,0,0,0
43081,862.50,1300.00,14.90,82.50,18,128,128,54.27,910.20,927.96,28.50,30,6,2.50,1422,57,54.27,13.80,128,128,27.53,6.91,6.93,0,0,0
43352,862.50,1150.00,14.90,82.50,18,128,128,57.59,865.80,914.64,28.50,29,7,4.00,1422,58,57.59,13.70,128,128,26.94,7.52,7.49,0,0,0
43630,862.50,1075.00,14.90,82.50,18,128,128,63.12,874.68,856.92,28.50,25,9,5.00,1422,60,63.12,13.70,128,128,26.24,8.07,8.10,0,0,0
43903,862.50,1225.00,14.90,82.50,18,128,128,60.17,777.00,888.00,28.50,29,11,4.50,1422,62,60.17,13.70,128,128,26.37,7.68,7.83,0,0,0
44174,862.50,1375.00,14.90,82.50,18,128,128,54.27,834.72,927.96,28.50,31,12,3.00,1422,63,54.27,13.80,128,128,28.04,7.11,7.13,0,0,0
44445,862.50,1550.00,20.00,82.50,18,128,128,57.59,936.84,932.40,27.75,32,13,3.50,1422,69,57.59,13.70,128,128,38.14,8.06,8.22,0,0,0
44718,862.50,1725.00,25.88,82.50,18,128,128,64.23,883.56,914.64,27.75,32,15,5.00,1422,76,64.23,13.60,128,128,47.59,9.72,9.37,0,0,0
44993,862.50,1950.00,26.67,82.50,18,128,128,65.34,923.52,950.16,27.75,33,17,5.50,1422,79,65.34,13.60,128,128,54.88,10.07,10.01,0,0,0
45267,862.50,2150.00,27.06,82.50,18,128,128,61.65,945.72,936.84,27.75,35,19,4.00,1422,81,61.65,13.60,128,128,57.67,9.25,9.06,0,0,0
45545,862.50,2425.00,38.43,82.50,18,128,128,73.45,777.00,688.20,27.75,34,21,6.00,1422,82,73.45,13.50,128,128,73.89,10.83,11.55,0,0,0
